icd_code,cls_code,mapping_type,priority,source_version,note,evidence_level
I25.9,CLS-CDHA-SIEU-AM-TIM,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
N18.9,CLS-XN-CREATININE,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
N18.9,CLS-XN-NUOC-TIEU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
N18.3,CLS-XN-CREATININE,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
N18.3,CLS-XN-MICROALBUMIN,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
K29.7,CLS-TDCN-NOI-SOI-DD,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
K29.7,CLS-XN-TEST-HP,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
K30,CLS-TDCN-NOI-SOI-DD,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
K30,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
M47.9,CLS-CDHA-XQUANG-KHOP,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
M47.9,CLS-XN-CREATININE,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
M25.5,CLS-CDHA-XQUANG-KHOP,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
M25.5,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
F32.9,CLS-XN-TSH,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
F32.9,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
R73.0,CLS-XN-DUONG-HUYET,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
R73.0,CLS-XN-HBA1C,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
J00,CLS-TDCN-NOI-SOI-TMH,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
J00,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
J30.9,CLS-TDCN-NOI-SOI-TMH,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
J30.9,CLS-XN-IGE-DAC-HIEU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
J04.0,CLS-TDCN-NOI-SOI-TMH,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
J04.0,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
J11.1,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
A09,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
R50.9,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
R19.7,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
L30.9,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
L30.9,CLS-XN-IGE-DAC-HIEU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
B35.4,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
H60.9,CLS-TDCN-NOI-SOI-TMH,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
H60.9,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
I13.0,CLS-TDCN-ECG-12,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
I13.0,CLS-XN-CREATININE,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
I13.9,CLS-TDCN-ECG-12,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
I13.9,CLS-XN-CREATININE,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
I70.9,CLS-CDHA-DOPPLER-CHI,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
I73.9,CLS-CDHA-DOPPLER-CHI,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
I95.1,CLS-TDCN-HOLTER-HA,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
E11.2,CLS-XN-HBA1C,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
E11.2,CLS-XN-MICROALBUMIN,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
E11.4,CLS-XN-HBA1C,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
E11.4,CLS-TDCN-DIEN-CO,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
E11.5,CLS-XN-HBA1C,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
E11.5,CLS-CDHA-DOPPLER-CHI,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
E78.2,CLS-XN-AST-ALT,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
E87.1,CLS-XN-CREATININE,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
N17.9,CLS-XN-CREATININE,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
N17.9,CLS-XN-NUOC-TIEU,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
N19,CLS-XN-CREATININE,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
N19,CLS-XN-NUOC-TIEU,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
K25.9,CLS-TDCN-NOI-SOI-DD,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
K25.9,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
K26.9,CLS-TDCN-NOI-SOI-DD,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
K26.9,CLS-XN-TEST-HP,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
K27.9,CLS-TDCN-NOI-SOI-DD,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
K27.9,CLS-XN-TEST-HP,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
K58.9,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
K59.0,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
K59.0,CLS-CDHA-SIEU-AM-BUNG,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
J42,CLS-TDCN-HO-HAP-KY,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
J47.9,CLS-TDCN-HO-HAP-KY,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
D64.9,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
D50.9,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
G47.3,CLS-XN-TSH,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
G62.1,CLS-TDCN-DIEN-CO,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
G62.1,CLS-XN-VIT-B12,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
R42,CLS-TDCN-ECG-12,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
R42,CLS-XN-DUONG-HUYET,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
R53,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
R53,CLS-XN-TSH,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
R06.0,CLS-TDCN-ECG-12,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
R60.0,CLS-XN-CREATININE,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
R60.0,CLS-CDHA-SIEU-AM-TIM,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
R00.2,CLS-TDCN-ECG-12,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
R00.2,CLS-TDCN-HOLTER-ECG,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
I49.9,CLS-TDCN-ECG-12,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIa
I49.9,CLS-TDCN-HOLTER-ECG,suggested,2,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán và theo dõi ngoại trú nội khoa. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo guideline.,IIb
J18.9,CLS-XN-CONG-THUC-MAU,recommended,1,MAP-IM-2026.03,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
B35.1,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
B35.1,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
B35.1,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
B37.3,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
B37.3,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
B37.3,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
D17.9,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
D17.9,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
D17.9,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E04.1,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E04.1,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E04.1,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E16.2,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E16.2,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E16.2,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E53.8,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E53.8,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E53.8,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E61.1,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E61.1,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
E61.1,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
F45.3,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
F45.3,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
F45.3,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
