icd_code,drug_code,mapping_type,priority,source_version,note,evidence_level
K52.1,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.1,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.2,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.2,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.2,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.8,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.8,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K52.8,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K59.1,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K59.1,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
K59.1,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A08.0,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A08.0,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A08.0,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A08.4,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A08.4,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A08.4,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A09.0,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A09.0,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
A09.0,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B08.4,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B08.4,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B08.4,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B01.9,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B01.9,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B01.9,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B09,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B09,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
B09,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R56.0,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R56.0,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R56.0,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R11.0,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R11.0,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R11.0,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
L22,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
L22,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
L22,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
L30.4,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
L30.4,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
L30.4,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H66.0,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H66.0,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H66.0,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H65.9,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H65.9,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H65.9,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H10.4,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H10.4,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H10.4,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
E86,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
E86,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
E86,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
E63.9,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
E63.9,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
E63.9,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R62.8,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R62.8,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
R62.8,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
Z00.1,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
Z00.1,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
Z00.1,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P07.3,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P07.3,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P07.3,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P59.9,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P59.9,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P59.9,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P78.3,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P78.3,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P78.3,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P92.5,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P92.5,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P92.5,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P92.8,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P92.8,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
P92.8,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
Q21.1,MED-PED-SALBUTAMOL,consider,1,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
Q21.1,MED-PED-BUDESONIDE,consider,2,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
Q21.1,MED-ANAL-PARACETAMOL,consider,3,MAP-PED-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C16.9,MED-ANAL-PARACETAMOL,consider,1,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C16.9,MED-PPI-ESOMEPRAZOLE,consider,2,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C16.9,MED-OBGYN-VITAMIN,consider,3,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C18.7,MED-ANAL-PARACETAMOL,consider,1,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C18.7,MED-PPI-ESOMEPRAZOLE,consider,2,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C18.7,MED-OBGYN-VITAMIN,consider,3,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C18.9,MED-ANAL-PARACETAMOL,consider,1,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C18.9,MED-PPI-ESOMEPRAZOLE,consider,2,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C18.9,MED-OBGYN-VITAMIN,consider,3,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C19,MED-ANAL-PARACETAMOL,consider,1,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C19,MED-PPI-ESOMEPRAZOLE,consider,2,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C19,MED-OBGYN-VITAMIN,consider,3,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C20,MED-ANAL-PARACETAMOL,consider,1,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
C20,MED-PPI-ESOMEPRAZOLE,consider,2,MAP-ONCO-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
